True: GestureMidAirD1_25, predicted GestureMidAirD1_1, 5 times 
True: GestureMidAirD1_1, predicted GestureMidAirD1_17, 4 times 
True: GestureMidAirD1_14, predicted GestureMidAirD1_16, 4 times 
True: GestureMidAirD1_8, predicted GestureMidAirD1_11, 3 times 
True: GestureMidAirD1_24, predicted GestureMidAirD1_18, 3 times 
True: GestureMidAirD1_4, predicted GestureMidAirD1_2, 3 times 
True: GestureMidAirD1_7, predicted GestureMidAirD1_21, 3 times 
True: GestureMidAirD1_21, predicted GestureMidAirD1_18, 2 times 
True: GestureMidAirD1_12, predicted GestureMidAirD1_11, 2 times 
