True: GestureMidAirD3_20, predicted GestureMidAirD3_6, 5 times 
True: GestureMidAirD3_11, predicted GestureMidAirD3_14, 5 times 
True: GestureMidAirD3_4, predicted GestureMidAirD3_18, 5 times 
True: GestureMidAirD3_12, predicted GestureMidAirD3_14, 4 times 
True: GestureMidAirD3_25, predicted GestureMidAirD3_18, 3 times 
True: GestureMidAirD3_3, predicted GestureMidAirD3_24, 3 times 
True: GestureMidAirD3_21, predicted GestureMidAirD3_18, 3 times 
True: GestureMidAirD3_6, predicted GestureMidAirD3_7, 3 times 
True: GestureMidAirD3_10, predicted GestureMidAirD3_24, 3 times 
