True: GestureMidAirD2_2, predicted GestureMidAirD2_3, 40 times 
True: GestureMidAirD2_22, predicted GestureMidAirD2_1, 40 times 
True: CricketZ_8, predicted GestureMidAirD2_18, 39 times 
True: GestureMidAirD2_8, predicted GestureMidAirD2_4, 35 times 
True: CricketZ_12, predicted GestureMidAirD2_18, 32 times 
True: CricketZ_9, predicted GestureMidAirD2_9, 32 times 
True: GestureMidAirD2_12, predicted GestureMidAirD2_15, 29 times 
True: CricketZ_10, predicted GestureMidAirD2_18, 28 times 
True: GestureMidAirD2_25, predicted GestureMidAirD2_4, 28 times 
