True: GestureMidAirD2_20, predicted GestureMidAirD2_6, 6 times 
True: GestureMidAirD2_25, predicted GestureMidAirD2_26, 5 times 
True: GestureMidAirD2_3, predicted GestureMidAirD2_10, 4 times 
True: GestureMidAirD2_12, predicted GestureMidAirD2_15, 3 times 
True: GestureMidAirD2_7, predicted GestureMidAirD2_6, 3 times 
True: GestureMidAirD2_18, predicted GestureMidAirD2_9, 3 times 
True: GestureMidAirD2_24, predicted GestureMidAirD2_18, 3 times 
True: GestureMidAirD2_8, predicted GestureMidAirD2_16, 3 times 
True: GestureMidAirD2_21, predicted GestureMidAirD2_6, 3 times 
